第1环质量,第2环质量,第3环质量,公差,最大公约数
38346,50022,61698,11676,42
34146,50022,65898,15876,126
33030,50022,67014,16992,18
31410,50022,68634,18612,18
28098,50022,71946,21924,126
24318,50022,75726,25704,126
24210,50022,75834,25812,18
22302,50022,77742,27720,126
49014,50526,52038,1512,126
48258,50526,52794,2268,126
46746,50526,54306,3780,126
45234,50526,55818,5292,126
45066,50526,55986,5460,42
44478,50526,56574,6048,126
44190,50526,56862,6336,18
43110,50526,57942,7416,18
41538,50526,59514,8988,42
39858,50526,61194,10668,42
39186,50526,61866,11340,126
37710,50526,63342,12816,18
36918,50526,64134,13608,126
35406,50526,65646,15120,126
30114,50526,70938,20412,126
29358,50526,71694,21168,126
28530,50526,72522,21996,18
28014,50526,73038,22512,42
25350,50526,75702,25176,6
23598,50526,77454,26928,18
23058,50526,77994,27468,126
21390,50526,79662,29136,6
49530,50622,51714,1092,78
47322,50622,53922,3300,66
47034,50622,54210,3588,78
46398,50622,54846,4224,66
43134,50622,58110,7488,78
42822,50622,58422,7800,78
41910,50622,59334,8712,66
41730,50622,59514,8892,78
38766,50622,62478,11856,78
35970,50622,65274,14652,66
32802,50622,68442,17820,66
27390,50622,73854,23232,66
26070,50622,75174,24552,66
25542,50622,75702,25080,66
23250,50622,77994,27372,6
22638,50622,78606,27984,66
50526,50886,51246,360,18
49698,50886,52074,1188,198
46134,50886,55638,4752,198
45954,50886,55818,4932,18
44910,50886,56862,5976,18
44190,50886,57582,6696,18
43974,50886,57798,6912,18
43830,50886,57942,7056,18
43350,50886,58422,7536,6
41418,50886,60354,9468,18
40410,50886,61362,10476,18
39798,50886,61974,11088,198
37638,50886,64134,13248,18
36498,50886,65274,14388,66
36234,50886,65538,14652,198
35046,50886,66726,15840,198
33990,50886,67782,16896,66
33330,50886,68442,17556,66
33138,50886,68634,17748,18
31806,50886,69966,19080,18
30954,50886,70818,19932,66
29790,50886,71982,21096,18
28530,50886,73242,22356,18
28170,50886,73602,22716,18
27918,50886,73854,22968,198
26070,50886,75702,24816,66
25290,50886,76482,25596,18
24318,50886,77454,26568,18
23166,50886,78606,27720,198
46998,50922,54846,3924,18
45270,50922,56574,5652,18
43830,50922,58014,7092,18
42510,50922,59334,8412,6
41490,50922,60354,9432,18
39870,50922,61974,11052,18
39606,50922,62238,11316,5658
38970,50922,62874,11952,18
38502,50922,63342,12420,1242
38130,50922,63714,12792,246
37710,50922,64134,13212,18
37638,50922,64206,13284,2214
33138,50922,68706,17784,18
30954,50922,70890,19968,6
28602,50922,73242,22320,18
27990,50922,73854,22932,18
26370,50922,75474,24552,18
24822,50922,77022,26100,18
24390,50922,77454,26532,18
23166,50922,78678,27756,54
49842,51090,52338,1248,78
48258,51090,53922,2832,6
47034,51090,55146,4056,78
45318,51090,56862,5772,78
44070,51090,58110,7020,390
39942,51090,62238,11148,6
34710,51090,67470,16380,390
32370,51090,69810,18720,390
32310,51090,69870,18780,30
32214,51090,69966,18876,78
24354,51090,77826,26736,6
49698,51246,52794,1548,18
49530,51246,52962,1716,78
47034,51246,55458,4212,702
44910,51246,57582,6336,18
44478,51246,58014,6768,18
44154,51246,58338,7092,18
44118,51246,58374,7128,54
44070,51246,58422,7176,78
41706,51246,60786,9540,18
41130,51246,61362,10116,18
39858,51246,62634,11388,5694
36582,51246,65910,14664,78
35670,51246,66822,15576,6
34710,51246,67782,16536,78
33570,51246,68922,17676,18
32310,51246,70182,18936,18
32214,51246,70278,19032,78
31410,51246,71082,19836,18
29790,51246,72702,21456,18
28530,51246,73962,22716,18
28314,51246,74178,22932,234
25470,51246,77022,25776,18
25350,51246,77142,25896,78
23142,51246,79350,28104,6
49938,51414,52890,1476,246
45342,51414,57486,6072,66
41910,51414,60918,9504,66
41130,51414,61698,10284,6
37290,51414,65538,14124,66
36918,51414,65910,14496,6
36018,51414,66810,15396,6
35046,51414,67782,16368,66
33726,51414,69102,17688,66
33570,51414,69258,17844,6
32010,51414,70818,19404,66
31746,51414,71082,19668,66
31482,51414,71346,19932,66
29790,51414,73038,21624,6
28098,51414,74730,23316,6
24354,51414,78474,27060,2706
23430,51414,79398,27984,66
50022,51534,53046,1512,126
49686,51534,53382,1848,42
47754,51534,55314,3780,126
47034,51534,56034,4500,18
45270,51534,57798,6264,18
41706,51534,61362,9828,126
41490,51534,61578,10044,18
41130,51534,61938,10404,18
35730,51534,67338,15804,18
34902,51534,68166,16632,126
34146,51534,68922,17388,126
33966,51534,69102,17568,18
33726,51534,69342,17808,42
31230,51534,71838,20304,18
30954,51534,72114,20580,42
30366,51534,72702,21168,126
29526,51534,73542,22008,42
26586,51534,76482,24948,126
25074,51534,77994,26460,126
24390,51534,78678,27144,18
24210,51534,78858,27324,18
23670,51534,79398,27864,18
51090,51714,52338,624,78
50022,51714,53406,1692,18
45342,51714,58086,6372,18
45318,51714,58110,6396,78
42510,51714,60918,9204,78
42066,51714,61362,9648,18
41730,51714,61698,9984,78
41490,51714,61938,10224,18
41454,51714,61974,10260,18
39858,51714,63570,11856,78
37890,51714,65538,13824,18
36090,51714,67338,15624,18
31482,51714,71946,20232,18
30186,51714,73242,21528,234
26418,51714,77010,25296,102
25974,51714,77454,25740,234
24822,51714,78606,26892,18
48258,52038,55818,3780,126
46134,52038,57942,5904,18
45234,52038,58842,6804,126
43722,52038,60354,8316,126
39942,52038,64134,12096,126
39870,52038,64206,12168,18
34110,52038,69966,17928,18
33894,52038,70182,18144,126
33138,52038,70938,18900,126
32994,52038,71082,19044,18
32382,52038,71694,19656,126
31410,52038,72666,20628,18
30114,52038,73962,21924,126
29358,52038,74718,22680,126
28602,52038,75474,23436,126
26622,52038,77454,25416,18
25530,52038,78546,26508,6
25470,52038,78606,26568,18
51414,52074,52734,660,66
50886,52074,53262,1188,198
49938,52074,54210,2136,6
49842,52074,54306,2232,18
46134,52074,58014,5940,198
42174,52074,61974,9900,198
41910,52074,62238,10164,66
41670,52074,62478,10404,18
41382,52074,62766,10692,198
39942,52074,64206,12132,18
38502,52074,65646,13572,18
36810,52074,67338,15264,18
35046,52074,69102,17028,198
33966,52074,70182,18108,18
33330,52074,70818,18744,66
32802,52074,71346,19272,66
32310,52074,71838,19764,18
31626,52074,72522,20448,18
31482,52074,72666,20592,198
30186,52074,73962,21888,18
29790,52074,74358,22284,18
28314,52074,75834,23760,198
27750,52074,76398,24324,6
25542,52074,78606,26532,198
25470,52074,78678,26604,18
25290,52074,78858,26784,18
24486,52074,79662,27588,66
48174,52170,56166,3996,222
46398,52170,57942,5772,222
46002,52170,58338,6168,6
43110,52170,61230,9060,30
41706,52170,62634,10464,6
34470,52170,69870,17700,30
32994,52170,71346,19176,282
51246,52326,53406,1080,54
49014,52326,55638,3312,18
45318,52326,59334,7008,6
44022,52326,60630,8304,6
42174,52326,62478,10152,54
37926,52326,66726,14400,18
37830,52326,66822,14496,6
37638,52326,67014,14688,918
36018,52326,68634,16308,54
35730,52326,68922,16596,18
35310,52326,69342,17016,6
34470,52326,70182,17856,18
33570,52326,71082,18756,18
33306,52326,71346,19020,6
31410,52326,73242,20916,18
28458,52326,76194,23868,918
28170,52326,76482,24156,18
27630,52326,77022,24696,18
26418,52326,78234,25908,102
25974,52326,78678,26352,54
51714,52338,52962,624,78
51414,52338,53262,924,66
51246,52338,53430,1092,78
50526,52338,54150,1812,6
49530,52338,55146,2808,78
45342,52338,59334,6996,66
41910,52338,62766,10428,66
38766,52338,65910,13572,78
37206,52338,67470,15132,78
36582,52338,68094,15756,78
36234,52338,68442,16104,4026
35970,52338,68706,16368,66
35574,52338,69102,16764,66
34710,52338,69966,17628,78
33330,52338,71346,19008,66
32010,52338,72666,20328,66
29946,52338,74730,22392,6
28530,52338,76146,23808,6
26070,52338,78606,26268,66
51090,52374,53658,1284,6
48174,52374,56574,4200,42
45234,52374,59514,7140,42
45066,52374,59682,7308,1218
44118,52374,60630,8256,258
43830,52374,60918,8544,6
42510,52374,62238,9864,6
37926,52374,66822,14448,1806
36582,52374,68166,15792,42
35406,52374,69342,16968,42
34470,52374,70278,17904,6
32802,52374,71946,19572,42
28602,52374,76146,23772,42
26070,52374,78678,26304,6
52038,52734,53430,696,6
50622,52734,54846,2112,66
46134,52734,59334,6600,66
45954,52734,59514,6780,6
41670,52734,63798,11064,6
39930,52734,65538,12804,66
38130,52734,67338,14604,6
37026,52734,68442,15708,1122
35658,52734,69810,17076,6
35574,52734,69894,17160,66
32802,52734,72666,19932,66
28458,52734,77010,24276,102
28014,52734,77454,24720,6
26070,52734,79398,26664,66
52326,52794,53262,468,18
49014,52794,56574,3780,126
47322,52794,58266,5472,18
46746,52794,58842,6048,126
45234,52794,60354,7560,126
43722,52794,61866,9072,126
43350,52794,62238,9444,6
43110,52794,62478,9684,18
42822,52794,62766,9972,18
41454,52794,64134,11340,126
41382,52794,64206,11412,18
39942,52794,65646,12852,126
38766,52794,66822,14028,42
35406,52794,70182,17388,126
35310,52794,70278,17484,6
33894,52794,71694,18900,126
31626,52794,73962,21168,126
31410,52794,74178,21384,18
31230,52794,74358,21564,18
30114,52794,75474,22680,126
29754,52794,75834,23040,18
52374,52890,53406,516,258
42066,52890,63714,10824,246
42030,52890,63750,10860,30
39870,52890,65910,13020,30
38970,52890,66810,13920,30
38766,52890,67014,14124,6
35970,52890,69810,16920,30
29946,52890,75834,22944,6
29790,52890,75990,23100,30
51714,52962,54210,1248,78
49938,52962,55986,3024,42
49686,52962,56238,3276,546
47034,52962,58890,5928,78
46242,52962,59682,6720,42
42174,52962,63750,10788,6
37830,52962,68094,15132,7566
37758,52962,68166,15204,42
37290,52962,68634,15672,6
36582,52962,69342,16380,546
35742,52962,70182,17220,42
32382,52962,73542,20580,42
32370,52962,73554,20592,78
31746,52962,74178,21216,78
29526,52962,76398,23436,42
28182,52962,77742,24780,42
28098,52962,77826,24864,42
26418,52962,79506,26544,42
52170,53046,53922,876,6
51534,53046,54558,1512,126
51246,53046,54846,1800,18
47754,53046,58338,5292,126
47718,53046,58374,5328,18
44154,53046,61938,8892,18
44118,53046,61974,8928,18
43218,53046,62874,9828,126
37926,53046,68166,15120,126
35010,53046,71082,18036,18
34146,53046,71946,18900,126
34110,53046,71982,18936,18
33570,53046,72522,19476,18
30366,53046,75726,22680,126
29946,53046,76146,23100,42
28854,53046,77238,24192,126
28098,53046,77994,24948,126
52374,53262,54150,888,6
50886,53262,55638,2376,198
48258,53262,58266,5004,18
44946,53262,61578,8316,198
39798,53262,66726,13464,198
39510,53262,67014,13752,18
39186,53262,67338,14076,18
37890,53262,68634,15372,18
35730,53262,70794,17532,18
35178,53262,71346,18084,66
34410,53262,72114,18852,6
31806,53262,74718,21456,18
31482,53262,75042,21780,198
30330,53262,76194,22932,18
28530,53262,77994,24732,18
27918,53262,78606,25344,198
52962,53382,53802,420,42
50526,53382,56238,2856,42
46134,53382,60630,7248,6
45066,53382,61698,8316,42
41490,53382,65274,11892,6
41118,53382,65646,12264,42
39942,53382,66822,13440,42
38130,53382,68634,15252,7626
36582,53382,70182,16800,42
35970,53382,70794,17412,6
33990,53382,72774,19392,6
33726,53382,73038,19656,42
32802,53382,73962,20580,42
30366,53382,76398,23016,42
29754,53382,77010,23628,6
29526,53382,77238,23856,42
28530,53382,78234,24852,6
27258,53382,79506,26124,42
52890,53406,53922,516,258
49014,53406,57798,4392,18
48546,53406,58266,4860,54
45234,53406,61578,8172,18
44946,53406,61866,8460,18
41538,53406,65274,11868,5934
39990,53406,66822,13416,258
39798,53406,67014,13608,54
37890,53406,68922,15516,18
37710,53406,69102,15696,18
36918,53406,69894,16488,18
36018,53406,70794,17388,1242
35730,53406,71082,17676,18
34146,53406,72666,19260,18
34110,53406,72702,19296,18
33570,53406,73242,19836,18
31770,53406,75042,21636,18
30330,53406,76482,23076,18
29790,53406,77022,23616,18
29358,53406,77454,24048,18
51714,53430,55146,1716,78
50622,53430,56238,2808,78
48594,53430,58266,4836,78
43110,53430,63750,10320,30
41730,53430,65130,11700,390
39390,53430,67470,14040,390
38766,53430,68094,14664,78
37758,53430,69102,15672,6
36582,53430,70278,16848,78
35970,53430,70890,17460,30
33306,53430,73554,20124,78
28314,53430,78546,25116,78
28182,53430,78678,25248,6
52170,53658,55146,1488,6
46398,53658,60918,7260,66
45954,53658,61362,7704,18
45342,53658,61974,8316,198
43974,53658,63342,9684,18
43110,53658,64206,10548,18
41670,53658,65646,11988,18
41418,53658,65898,12240,18
38682,53658,68634,14976,18
36498,53658,70818,17160,66
36234,53658,71082,17424,198
35970,53658,71346,17688,66
33138,53658,74178,20520,18
31482,53658,75834,22176,198
28458,53658,78858,25200,18
27918,53658,79398,25740,198
53046,53802,54558,756,126
50022,53802,57582,3780,126
46242,53802,61362,7560,126
42066,53802,65538,11736,18
41706,53802,65898,12096,126
39510,53802,68094,14292,18
39438,53802,68166,14364,126
38970,53802,68634,14832,18
38682,53802,68922,15120,126
38502,53802,69102,15300,18
38346,53802,69258,15456,42
37710,53802,69894,16092,18
37638,53802,69966,16164,18
36810,53802,70794,16992,18
35658,53802,71946,18144,126
34902,53802,72702,18900,126
31770,53802,75834,22032,18
31410,53802,76194,22392,18
30366,53802,77238,23436,126
29370,53802,78234,24432,6
47058,53922,60786,6864,66
41118,53922,66726,12804,66
38502,53922,69342,15420,6
37026,53922,70818,16896,66
36498,53922,71346,17424,66
35730,53922,72114,18192,6
35178,53922,72666,18744,66
33990,53922,73854,19932,66
32802,53922,75042,21120,66
32370,53922,75474,21552,6
32010,53922,75834,21912,66
29370,53922,78474,24552,66
41490,54150,66810,12660,30
39858,54150,68442,14292,6
33570,54150,74730,20580,30
32310,54150,75990,21840,30
29754,54150,78546,24396,114
52962,54210,55458,1248,78
50622,54210,57798,3588,78
49530,54210,58890,4680,390
47058,54210,61362,7152,6
42510,54210,65910,11700,390
36582,54210,71838,17628,78
35178,54210,73242,19032,78
31410,54210,77010,22800,30
30186,54210,78234,24024,78
29946,54210,78474,24264,6
52794,54306,55818,1512,126
52374,54306,56238,1932,42
52038,54306,56574,2268,126
50526,54306,58086,3780,126
48258,54306,60354,6048,126
47034,54306,61578,7272,18
46746,54306,61866,7560,126
46134,54306,62478,8172,18
45270,54306,63342,9036,18
45234,54306,63378,9072,126
44478,54306,64134,9828,126
40170,54306,68442,14136,6
39510,54306,69102,14796,18
36918,54306,71694,17388,126
36498,54306,72114,17808,42
36090,54306,72522,18216,18
35574,54306,73038,18732,42
35010,54306,73602,19296,18
33894,54306,74718,20412,126
33570,54306,75042,20736,18
33138,54306,75474,21168,126
32214,54306,76398,22092,42
29754,54306,78858,24552,18
53802,54558,55314,756,126
53658,54558,55458,900,18
51534,54558,57582,3024,126
47754,54558,61362,6804,126
46242,54558,62874,8316,126
45318,54558,63798,9240,42
44910,54558,64206,9648,18
43218,54558,65898,11340,126
40410,54558,68706,14148,18
39858,54558,69258,14700,42
35574,54558,73542,18984,42
53658,54846,56034,1188,198
47754,54846,61938,7092,18
47718,54846,61974,7128,198
47058,54846,62634,7788,66
44154,54846,65538,10692,198
41910,54846,67782,12936,66
39798,54846,69894,15048,198
39510,54846,70182,15336,18
38346,54846,71346,16500,66
37710,54846,71982,17136,18
37026,54846,72666,17820,198
36918,54846,72774,17928,18
36090,54846,73602,18756,18
35730,54846,73962,19116,18
33990,54846,75702,20856,66
33966,54846,75726,20880,18
54306,55146,55986,840,42
53430,55146,56862,1716,78
53046,55146,57246,2100,42
49938,55146,60354,5208,42
48594,55146,61698,6552,546
42822,55146,67470,12324,78
42510,55146,67782,12636,78
38346,55146,71946,16800,42
35574,55146,74718,19572,42
34146,55146,76146,21000,42
33894,55146,76398,21252,42
31746,55146,78546,23400,78
53382,55314,57246,1932,42
53046,55314,57582,2268,126
49842,55314,60786,5472,18
47754,55314,62874,7560,126
47058,55314,63570,8256,6
42462,55314,68166,12852,126
41706,55314,68922,13608,126
38790,55314,71838,16524,18
38682,55314,71946,16632,126
37962,55314,72666,17352,18
37926,55314,72702,17388,126
37026,55314,73602,18288,18
36582,55314,74046,18732,42
34902,55314,75726,20412,126
34146,55314,76482,21168,126
32802,55314,77826,22512,42
31770,55314,78858,23544,18
31230,55314,79398,24084,18
53430,55458,57486,2028,78
52074,55458,58842,3384,18
49686,55458,61230,5772,78
45270,55458,65646,10188,18
44190,55458,66726,11268,18
43134,55458,67782,12324,6162
42822,55458,68094,12636,702
38970,55458,71946,16488,18
35742,55458,75174,19716,6
33894,55458,77022,21564,18
32370,55458,78546,23088,78
32310,55458,78606,23148,18
53262,55638,58014,2376,198
52338,55638,58938,3300,66
50922,55638,60354,4716,18
49698,55638,61578,5940,198
46002,55638,65274,9636,66
43110,55638,68166,12528,18
42174,55638,69102,13464,198
41382,55638,69894,14256,198
39930,55638,71346,15708,66
39438,55638,71838,16200,18
38502,55638,72774,17136,18
36918,55638,74358,18720,18
36234,55638,75042,19404,198
35574,55638,75702,20064,66
32802,55638,78474,22836,66
54150,55818,57486,1668,6
53262,55818,58374,2556,18
52794,55818,58842,3024,126
49938,55818,61698,5880,42
49698,55818,61938,6120,18
48258,55818,63378,7560,126
44910,55818,66726,10908,18
41670,55818,69966,14148,18
41454,55818,70182,14364,126
39942,55818,71694,15876,126
39798,55818,71838,16020,18
38970,55818,72666,16848,18
36918,55818,74718,18900,126
33894,55818,77742,21924,126
33030,55818,78606,22788,18
48594,55986,63378,7392,42
48258,55986,63714,7728,42
48174,55986,63798,7812,1302
44190,55986,67782,11796,6
39990,55986,71982,15996,7998
39858,55986,72114,16128,42
37926,55986,74046,18060,1806
36498,55986,75474,19488,42
35574,55986,76398,20412,42
34146,55986,77826,21840,42
53802,56034,58266,2232,18
52734,56034,59334,3300,66
51714,56034,60354,4320,18
45342,56034,66726,10692,198
43974,56034,68094,12060,18
42174,56034,69894,13860,198
41130,56034,70938,14904,18
37890,56034,74178,18144,18
37710,56034,74358,18324,18
37026,56034,75042,19008,198
36234,56034,75834,19800,198
35670,56034,76398,20364,6
35046,56034,77022,20988,198
54846,56166,57486,1320,66
51414,56166,60918,4752,66
49698,56166,62634,6468,66
47058,56166,65274,9108,1518
45510,56166,66822,10656,222
45318,56166,67014,10848,6
42462,56166,69870,13704,6
41538,56166,70794,14628,138
38790,56166,73542,17376,6
37290,56166,75042,18876,66
36498,56166,75834,19668,66
35310,56166,77022,20856,66
33726,56166,78606,22440,66
54210,56238,58266,2028,78
52962,56238,59514,3276,546
52794,56238,59682,3444,42
51246,56238,61230,4992,78
49842,56238,62634,6396,78
43218,56238,69258,13020,42
43134,56238,69342,13104,546
42510,56238,69966,13728,78
41538,56238,70938,14700,42
41130,56238,71346,15108,6
39438,56238,73038,16800,42
37758,56238,74718,18480,42
54306,56574,58842,2268,126
54210,56574,58938,2364,6
52794,56574,60354,3780,126
49014,56574,64134,7560,126
46134,56574,67014,10440,18
42066,56574,71082,14508,18
41454,56574,71694,15120,126
39606,56574,73542,16968,42
39186,56574,73962,17388,126
38970,56574,74178,17604,18
38790,56574,74358,17784,18
35406,56574,77742,21168,126
34470,56574,78678,22104,18
55638,56862,58086,1224,18
55458,56862,58266,1404,702
54210,56862,59514,2652,78
51246,56862,62478,5616,702
51090,56862,62634,5772,78
48594,56862,65130,8268,78
46998,56862,66726,9864,18
43830,56862,69894,13032,18
42030,56862,71694,14832,18
40170,56862,73554,16692,78
39870,56862,73854,16992,18
38682,56862,75042,18180,18
37890,56862,75834,18972,18
36582,56862,77142,20280,78
35730,56862,77994,21132,18
35178,56862,78546,21684,78
35046,56862,78678,21816,54
53262,57246,61230,3984,6
52794,57246,61698,4452,42
50922,57246,63570,6324,6
48594,57246,65898,8652,42
46398,57246,68094,10848,6
45234,57246,69258,12012,42
42510,57246,71982,14736,6
41454,57246,73038,15792,1974
38790,57246,75702,18456,6
38766,57246,75726,18480,42
38502,57246,75990,18744,6
38346,57246,76146,18900,42
36498,57246,77994,20748,42
36018,57246,78474,21228,174
56862,57486,58110,624,78
56034,57486,58938,1452,66
55638,57486,59334,1848,66
55458,57486,59514,2028,78
52734,57486,62238,4752,66
52338,57486,62634,5148,858
49842,57486,65130,7644,78
49698,57486,65274,7788,66
48246,57486,66726,9240,66
44154,57486,70818,13332,66
43722,57486,71250,13764,6
43134,57486,71838,14352,78
41730,57486,73242,15756,78
41418,57486,73554,16068,78
41118,57486,73854,16368,66
39930,57486,75042,17556,66
39798,57486,75174,17688,4422
37962,57486,77010,19524,6
37830,57486,77142,19656,78
36498,57486,78474,20988,66
35574,57486,79398,21912,66
53802,57582,61362,3780,126
51414,57582,63750,6168,6
46998,57582,68166,10584,126
46242,57582,68922,11340,126
45270,57582,69894,12312,18
43218,57582,71946,14364,126
42462,57582,72702,15120,126
41118,57582,74046,16464,42
39990,57582,75174,17592,6
39438,57582,75726,18144,126
38970,57582,76194,18612,18
38766,57582,76398,18816,42
38682,57582,76482,18900,126
37926,57582,77238,19656,126
37710,57582,77454,19872,18
57582,57798,58014,216,18
57486,57798,58110,312,78
53658,57798,61938,4140,18
52962,57798,62634,4836,78
49698,57798,65898,8100,18
49686,57798,65910,8112,1014
48258,57798,67338,9540,18
45318,57798,70278,12480,78
42822,57798,72774,14976,234
41418,57798,74178,16380,234
39870,57798,75726,17928,18
39606,57798,75990,18192,6
36918,57798,78678,20880,18
36090,57798,79506,21708,18
57246,57810,58374,564,282
53922,57810,61698,3888,6
53382,57810,62238,4428,246
51414,57810,64206,6396,246
45342,57810,70278,12468,6
42066,57810,73554,15744,246
54306,57942,61578,3636,18
53406,57942,62478,4536,54
52170,57942,63714,5772,222
48546,57942,67338,9396,1566
47718,57942,68166,10224,18
45066,57942,70818,12876,6438
44946,57942,70938,12996,18
44190,57942,71694,13752,18
43218,57942,72666,14724,18
43110,57942,72774,14832,18
42030,57942,73854,15912,18
41706,57942,74178,16236,18
40410,57942,75474,17532,18
37890,57942,77994,20052,18
37206,57942,78678,20736,54
37026,57942,78858,20916,18
53262,58014,62766,4752,198
49014,58014,67014,9000,18
48246,58014,67782,9768,66
47322,58014,68706,10692,198
46134,58014,69894,11880,198
45234,58014,70794,12780,18
44946,58014,71082,13068,198
44190,58014,71838,13824,18
42174,58014,73854,15840,198
42066,58014,73962,15948,18
41670,58014,74358,16344,18
38790,58014,77238,19224,18
57798,58086,58374,288,18
55818,58086,60354,2268,126
54306,58086,61866,3780,126
53406,58086,62766,4680,18
52794,58086,63378,5292,126
52374,58086,63798,5712,42
52038,58086,64134,6048,126
50526,58086,65646,7560,126
47730,58086,68442,10356,6
45234,58086,70938,12852,126
44478,58086,71694,13608,126
44190,58086,71982,13896,18
43134,58086,73038,14952,42
41454,58086,74718,16632,126
41130,58086,75042,16956,18
38346,58086,77826,19740,42
57798,58110,58422,312,78
51090,58110,65130,7020,390
42174,58110,74046,15936,6
41490,58110,74730,16620,30
38766,58110,77454,19344,78
58110,58266,58422,156,78
54558,58266,61974,3708,18
53658,58266,62874,4608,18
52962,58266,63570,5304,78
52734,58266,63798,5532,6
52326,58266,64206,5940,54
50886,58266,65646,7380,18
50622,58266,65910,7644,78
43830,58266,72702,14436,18
42174,58266,74358,16092,54
41490,58266,75042,16776,18
39510,58266,77022,18756,18
39390,58266,77142,18876,78
38790,58266,77742,19476,18
37926,58266,78606,20340,18
37026,58266,79506,21240,18
55314,58338,61362,3024,126
53802,58338,62874,4536,126
52962,58338,63714,5376,42
47754,58338,68922,10584,126
46398,58338,70278,11940,6
44154,58338,72522,14184,18
43974,58338,72702,14364,126
43134,58338,73542,15204,42
42822,58338,73854,15516,18
39438,58338,77238,18900,126
38682,58338,77994,19656,126
38130,58338,78546,20208,6
57810,58374,58938,564,282
53406,58374,63342,4968,1242
50022,58374,66726,8352,18
49938,58374,66810,8436,6
45954,58374,70794,12420,1242
44910,58374,71838,13464,18
43974,58374,72774,14400,18
42030,58374,74718,16344,18
41706,58374,75042,16668,18
39606,58374,77142,18768,138
39510,58374,77238,18864,18
37890,58374,78858,20484,18
55146,58422,61698,3276,546
54210,58422,62634,4212,78
53046,58422,63798,5376,42
51714,58422,65130,6708,78
50022,58422,66822,8400,42
47034,58422,69810,11388,78
45954,58422,70890,12468,6
44070,58422,72774,14352,78
41670,58422,75174,16752,6
41118,58422,75726,17304,42
39606,58422,77238,18816,42
39390,58422,77454,19032,78
55986,58842,61698,2856,42
55818,58842,61866,3024,126
54306,58842,63378,4536,126
52038,58842,65646,6804,126
47718,58842,69966,11124,18
46746,58842,70938,12096,126
44910,58842,72774,13932,18
43830,58842,73854,15012,18
43722,58842,73962,15120,126
42510,58842,75174,16332,6
41538,58842,76146,17304,42
41490,58842,76194,17352,18
39942,58842,77742,18900,126
39858,58842,77826,18984,42
58266,58890,59514,624,78
56862,58890,60918,2028,78
55146,58890,62634,3744,78
54210,58890,63570,4680,390
49686,58890,68094,9204,78
41382,58890,76398,17508,6
57246,58938,60630,1692,282
55638,58938,62238,3300,66
54306,58938,63570,4632,6
52338,58938,65538,6600,66
47058,58938,70818,11880,66
44022,58938,73854,14916,66
43830,58938,74046,15108,6
42174,58938,75702,16764,66
41730,58938,76146,17208,6
56034,59334,62634,3300,66
50886,59334,67782,8448,66
47730,59334,70938,11604,6
47322,59334,71346,12012,66
46002,59334,72666,13332,66
45066,59334,73602,14268,174
39990,59334,78678,19344,186
58110,59514,60918,1404,78
57798,59514,61230,1716,78
55458,59514,63570,4056,78
55314,59514,63714,4200,42
53382,59514,65646,6132,42
51246,59514,67782,8268,78
49686,59514,69342,9828,546
45474,59514,73554,14040,78
45066,59514,73962,14448,42
40170,59514,78858,19344,78
55986,59682,63378,3696,42
50922,59682,68442,8760,6
50022,59682,69342,9660,42
48546,59682,70818,11136,174
45510,59682,73854,14172,6
45318,59682,74046,14364,42
44190,59682,75174,15492,6
43218,59682,76146,16464,2058
41910,59682,77454,17772,6
41538,59682,77826,18144,42
41130,59682,78234,18552,6
59514,60354,61194,840,42
58842,60354,61866,1512,126
57942,60354,62766,2412,18
56574,60354,64134,3780,126
52074,60354,68634,8280,18
50526,60354,70182,9828,126
49014,60354,71694,11340,126
48594,60354,72114,11760,42
46746,60354,73962,13608,126
45234,60354,75474,15120,126
42030,60354,78678,18324,18
59682,60630,61578,948,6
55986,60630,65274,4644,258
53922,60630,67338,6708,258
52338,60630,68922,8292,6
48594,60630,72666,12036,6
47718,60630,73542,12912,6
45270,60630,75990,15360,30
45066,60630,76194,15564,6
44118,60630,77142,16512,258
44022,60630,77238,16608,6
41910,60630,79350,18720,30
59334,60786,62238,1452,66
58938,60786,62634,1848,66
56034,60786,65538,4752,198
54846,60786,66726,5940,198
54558,60786,67014,6228,18
53406,60786,68166,7380,18
47718,60786,73854,13068,198
46398,60786,75174,14388,66
44118,60786,77454,16668,18
43830,60786,77742,16956,18
42174,60786,79398,18612,198
42066,60786,79506,18720,18
58266,60918,63570,2652,78
58086,60918,63750,2832,6
52734,60918,69102,8184,66
48594,60918,73242,12324,78
46134,60918,75702,14784,66
46002,60918,75834,14916,66
59514,61194,62874,1680,42
53046,61194,69342,8148,42
49686,61194,72702,11508,42
46398,61194,75990,14796,6
46242,61194,76146,14952,42
44154,61194,78234,17040,6
58890,61230,63570,2340,390
55638,61230,66822,5592,6
50622,61230,71838,10608,78
49938,61230,72522,11292,6
49686,61230,72774,11544,78
47730,61230,74730,13500,30
45318,61230,77142,15912,78
43110,61230,79350,18120,30
60786,61362,61938,576,18
54558,61362,68166,6804,126
53802,61362,68922,7560,126
53382,61362,69342,7980,42
50886,61362,71838,10476,18
50022,61362,72702,11340,126
49686,61362,73038,11676,42
48546,61362,74178,12816,18
46998,61362,75726,14364,126
46242,61362,76482,15120,126
45270,61362,77454,16092,18
44118,61362,78606,17244,18
60918,61578,62238,660,66
57246,61578,65910,4332,6
55818,61578,67338,5760,18
53262,61578,69894,8316,198
